locus_tag	ftype	length_bp	gene	EC_number	COG	product
HDIIENPN_02324	CDS	2292		7.2.2.10		Calcium-transporting ATPase 1
HDIIENPN_02325	CDS	699				hypothetical protein
HDIIENPN_02326	CDS	1146	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
HDIIENPN_02327	CDS	381				hypothetical protein
HDIIENPN_02328	CDS	1320				IS1380 family transposase IS1678
HDIIENPN_02329	CDS	2598	adhE		COG1012	Aldehyde-alcohol dehydrogenase
HDIIENPN_02330	CDS	954			COG2826	IS30 family transposase IS1252
HDIIENPN_02331	CDS	189				hypothetical protein
HDIIENPN_02332	CDS	1461	rhaB	2.7.1.5		Rhamnulokinase
HDIIENPN_02333	CDS	1257	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
HDIIENPN_02334	CDS	846	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
HDIIENPN_02335	CDS	312	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
HDIIENPN_02336	CDS	1152	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
HDIIENPN_02337	CDS	759	iclR		COG1414	Transcriptional repressor IclR
HDIIENPN_02338	CDS	645	kdgA		COG0800	KHG/KDPG aldolase
HDIIENPN_02339	CDS	1008	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
HDIIENPN_02340	CDS	843	kduI1	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase 1
HDIIENPN_02341	CDS	135				hypothetical protein
HDIIENPN_02342	CDS	675	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
HDIIENPN_02343	CDS	1065	fni	5.3.3.2		Isopentenyl-diphosphate delta-isomerase
HDIIENPN_02344	CDS	1086		2.7.4.2		Phosphomevalonate kinase
HDIIENPN_02345	CDS	978				hypothetical protein
HDIIENPN_02346	CDS	945	galK_1	2.7.1.6		Galactokinase
HDIIENPN_02347	CDS	654		2.7.1.113	COG1428	Deoxyguanosine kinase
HDIIENPN_02348	CDS	906				hypothetical protein
HDIIENPN_02349	CDS	633				hypothetical protein
HDIIENPN_02350	CDS	525	infC			Translation initiation factor IF-3
HDIIENPN_02351	CDS	201	rpmI		COG0291	50S ribosomal protein L35
HDIIENPN_02352	CDS	360	rplT		COG0292	50S ribosomal protein L20
HDIIENPN_02353	CDS	1338				hypothetical protein
HDIIENPN_02354	CDS	2130				hypothetical protein
HDIIENPN_02355	CDS	690				hypothetical protein
HDIIENPN_02356	CDS	687	rspR_2		COG1802	HTH-type transcriptional repressor RspR
HDIIENPN_02357	CDS	168				hypothetical protein
HDIIENPN_02358	CDS	441		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
HDIIENPN_02359	CDS	846	nnrD	4.2.1.136	COG0063	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
HDIIENPN_02360	CDS	1419	pepV	3.4.13.-		Beta-Ala-Xaa dipeptidase
HDIIENPN_02361	CDS	291				hypothetical protein
HDIIENPN_02362	CDS	318		1.2.1.97		3-sulfolactaldehyde dehydrogenase
HDIIENPN_02363	CDS	957				hypothetical protein
HDIIENPN_02364	CDS	354				hypothetical protein
HDIIENPN_02365	CDS	1080	pepA	3.4.11.7	COG1363	Glutamyl aminopeptidase
HDIIENPN_02366	CDS	321	ytpP			Thioredoxin-like protein YtpP
HDIIENPN_02367	CDS	468				Putative universal stress protein
HDIIENPN_02368	CDS	606				hypothetical protein
HDIIENPN_02369	CDS	1284	htrA	3.4.21.107	COG0265	Serine protease Do-like HtrA
HDIIENPN_02370	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
HDIIENPN_02371	CDS	837				IS3 family transposase IS1485
HDIIENPN_02372	CDS	291				IS3 family transposase IS1485
HDIIENPN_02373	CDS	1131				hypothetical protein
HDIIENPN_02374	CDS	909				IS982 family transposase ISEfm1
HDIIENPN_02375	CDS	855	rhaR_6			HTH-type transcriptional activator RhaR
HDIIENPN_02376	CDS	2250	agaA_2	3.2.1.22		Alpha-galactosidase AgaA
HDIIENPN_02377	CDS	1173				hypothetical protein
HDIIENPN_02378	CDS	1320				IS1380 family transposase IS1678
HDIIENPN_02379	CDS	1179				IS256 family transposase ISEf1
HDIIENPN_02380	CDS	309				hypothetical protein
HDIIENPN_02381	CDS	300				hypothetical protein
HDIIENPN_02382	CDS	552				hypothetical protein
HDIIENPN_02383	CDS	1320				IS1380 family transposase IS1678
HDIIENPN_02384	CDS	294				hypothetical protein
HDIIENPN_02385	CDS	297				hypothetical protein
HDIIENPN_02386	CDS	891				hypothetical protein
HDIIENPN_02387	CDS	1050				hypothetical protein
HDIIENPN_02388	CDS	1647				hypothetical protein
HDIIENPN_02389	CDS	240				hypothetical protein
HDIIENPN_02390	CDS	1374				hypothetical protein
HDIIENPN_02391	CDS	1638				hypothetical protein
HDIIENPN_02392	CDS	1089				hypothetical protein
HDIIENPN_02393	CDS	954			COG2826	IS30 family transposase IS1252
HDIIENPN_02394	CDS	258				hypothetical protein
HDIIENPN_02395	CDS	405				hypothetical protein
HDIIENPN_02396	CDS	2658	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
HDIIENPN_02397	CDS	477	sorB_2	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
HDIIENPN_02398	CDS	789	agaC		COG3715	N-acetylgalactosamine permease IIC component 1
HDIIENPN_02399	CDS	798	manZ_6		COG3716	PTS system mannose-specific EIID component
HDIIENPN_02400	CDS	396				hypothetical protein
HDIIENPN_02401	CDS	1122				hypothetical protein
HDIIENPN_02402	CDS	870	gmuE_4	2.7.1.4	COG1940	Putative fructokinase
HDIIENPN_02403	CDS	162				hypothetical protein
HDIIENPN_02404	CDS	954			COG2826	IS30 family transposase IS1252
HDIIENPN_02405	CDS	513				IS630 family transposase ISBs2
HDIIENPN_02406	CDS	393				IS630 family transposase IS642
HDIIENPN_02407	CDS	1002				hypothetical protein
HDIIENPN_02408	CDS	1242	sstT		COG3633	Serine/threonine transporter SstT
HDIIENPN_02409	CDS	636				hypothetical protein
HDIIENPN_02410	CDS	1635	manR_2		COG1762	Transcriptional regulator ManR
HDIIENPN_02411	CDS	432				hypothetical protein
HDIIENPN_02412	CDS	249				hypothetical protein
HDIIENPN_02413	CDS	954			COG2826	IS30 family transposase IS1252
HDIIENPN_02414	CDS	453				hypothetical protein
HDIIENPN_02415	CDS	522	paiA	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
HDIIENPN_02416	CDS	711				hypothetical protein
HDIIENPN_02417	CDS	369				hypothetical protein
HDIIENPN_02418	CDS	225				hypothetical protein
HDIIENPN_02419	CDS	1554				hypothetical protein
HDIIENPN_02420	CDS	1314	pbuG		COG2252	Guanine/hypoxanthine permease PbuG
HDIIENPN_02421	CDS	1638	malL_2	3.2.1.10	COG0366	Oligo-1,6-glucosidase
HDIIENPN_02422	CDS	495				hypothetical protein
HDIIENPN_02423	CDS	1092		1.-.-.-		putative oxidoreductase
HDIIENPN_02424	CDS	678	hchA	3.1.2.-	COG0693	Protein/nucleic acid deglycase 1
HDIIENPN_02425	CDS	1296	npr_1	1.11.1.1	COG0446	NADH peroxidase
HDIIENPN_02426	CDS	1461				hypothetical protein
HDIIENPN_02427	CDS	1497	glpK	2.7.1.30	COG0554	Glycerol kinase
HDIIENPN_02428	CDS	1824	glpO	1.1.3.21	COG0578	Alpha-glycerophosphate oxidase
HDIIENPN_02429	CDS	717	glpF		COG0580	Glycerol uptake facilitator protein
HDIIENPN_02430	CDS	1929	mutS2_2	3.1.-.-		Endonuclease MutS2
HDIIENPN_02431	CDS	555	pgsA2	2.7.8.41	COG0558	Putative cardiolipin synthase
HDIIENPN_02432	CDS	315				hypothetical protein
HDIIENPN_02433	CDS	261				hypothetical protein
HDIIENPN_02434	CDS	315	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
HDIIENPN_02435	CDS	1656	cdr_2	1.8.1.14		Coenzyme A disulfide reductase
HDIIENPN_02436	CDS	1851	helD_2	3.6.4.12	COG3973	DNA helicase IV
HDIIENPN_02437	CDS	288				hypothetical protein
HDIIENPN_02438	CDS	348				hypothetical protein
HDIIENPN_02439	CDS	1305	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
HDIIENPN_02440	CDS	858				hypothetical protein
HDIIENPN_02441	CDS	321				hypothetical protein
HDIIENPN_02442	CDS	396	dhaM-2	2.7.1.121	COG3412	PEP-dependent dihydroxyacetone kinase 2, phosphoryl donor subunit DhaM
HDIIENPN_02443	CDS	984	dhaK	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
HDIIENPN_02444	CDS	606	dhaL	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
HDIIENPN_02445	CDS	666				hypothetical protein
HDIIENPN_02446	CDS	660	anr			Transcriptional activator protein Anr
HDIIENPN_02447	CDS	1611			COG3559	Multidrug efflux system permease protein
HDIIENPN_02448	CDS	621		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
HDIIENPN_02449	CDS	954			COG2826	IS30 family transposase IS1252
HDIIENPN_02450	CDS	249	artM_3		COG1126	Arginine transport ATP-binding protein ArtM
HDIIENPN_02451	CDS	600				hypothetical protein
HDIIENPN_02452	CDS	1302				hypothetical protein
HDIIENPN_02453	CDS	1257	tyrS1	6.1.1.1	COG0162	Tyrosine--tRNA ligase 1
HDIIENPN_02454	CDS	1878				hypothetical protein
HDIIENPN_02455	CDS	1422	gadC_2		COG0531	putative glutamate/gamma-aminobutyrate antiporter
HDIIENPN_02456	CDS	816	nhaC_2		COG1757	Na(+)/H(+) antiporter NhaC
HDIIENPN_02457	CDS	516	nhaC_3		COG1757	Na(+)/H(+) antiporter NhaC
HDIIENPN_02458	CDS	1020	ccpA_2		COG1609	Catabolite control protein A
HDIIENPN_02459	CDS	1008	mro_1	5.1.3.3	COG2017	Aldose 1-epimerase
HDIIENPN_02460	CDS	666	pgmB	5.4.2.6	COG0637	Beta-phosphoglucomutase
HDIIENPN_02461	CDS	2295	malP	2.4.1.8		Maltose phosphorylase
HDIIENPN_02462	CDS	2166	ptsG_2	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
HDIIENPN_02463	CDS	834	mapP	3.1.3.90		Maltose 6'-phosphate phosphatase
HDIIENPN_02464	CDS	1662				hypothetical protein
HDIIENPN_02465	CDS	1320				IS1380 family transposase IS1678
HDIIENPN_02466	CDS	969				hypothetical protein
HDIIENPN_02467	CDS	444	yiaC	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YiaC
HDIIENPN_02468	CDS	531	padC	4.1.1.102	COG3479	Phenolic acid decarboxylase PadC
HDIIENPN_02469	CDS	552				hypothetical protein
HDIIENPN_02470	CDS	474				hypothetical protein
HDIIENPN_02471	CDS	1473	emrB			Multidrug export protein EmrB
HDIIENPN_02472	CDS	666				hypothetical protein
HDIIENPN_02473	CDS	285				hypothetical protein
HDIIENPN_02474	CDS	420				hypothetical protein
HDIIENPN_02475	CDS	585	vdcB	2.5.1.129		putative UbiX-like flavin prenyltransferase
HDIIENPN_02476	CDS	1476	lpdC	4.1.1.59	COG0043	Gallate decarboxylase
HDIIENPN_02477	CDS	312				hypothetical protein
HDIIENPN_02478	CDS	2337	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HDIIENPN_02479	CDS	669	hssR			Heme response regulator HssR
HDIIENPN_02480	CDS	1044	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
HDIIENPN_02481	CDS	882	gltC_2			HTH-type transcriptional regulator GltC
HDIIENPN_02482	CDS	729	ydfK		COG1811	putative membrane protein YdfK
HDIIENPN_02483	CDS	318				hypothetical protein
HDIIENPN_02484	CDS	609				hypothetical protein
HDIIENPN_02485	CDS	831				hypothetical protein
HDIIENPN_02486	CDS	489				hypothetical protein
HDIIENPN_02487	CDS	873				hypothetical protein
HDIIENPN_02488	CDS	363				hypothetical protein
HDIIENPN_02489	CDS	753	bceA_2		COG1136	Bacitracin export ATP-binding protein BceA
HDIIENPN_02490	CDS	1803	bceB_2		COG0577	Bacitracin export permease protein BceB
HDIIENPN_02491	CDS	1041	mro_2	5.1.3.3	COG2017	Aldose 1-epimerase
HDIIENPN_02492	CDS	2145				hypothetical protein
HDIIENPN_02493	CDS	1374	bglF_3		COG1263	PTS system beta-glucoside-specific EIIBCA component
HDIIENPN_02494	CDS	396	rbsD	5.4.99.62	COG1869	D-ribose pyranase
HDIIENPN_02495	CDS	918	rbsK	2.7.1.15		Ribokinase
HDIIENPN_02496	CDS	1014	degA_3		COG1609	HTH-type transcriptional regulator DegA
HDIIENPN_02497	CDS	600	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
HDIIENPN_02498	CDS	702			COG1136	putative ABC transporter ATP-binding protein
HDIIENPN_02499	CDS	2712				hypothetical protein
HDIIENPN_02500	CDS	1629	treA	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
HDIIENPN_02501	CDS	1182				hypothetical protein
HDIIENPN_02502	CDS	1530				hypothetical protein
HDIIENPN_02503	CDS	729	agrA		COG3279	Accessory gene regulator protein A
HDIIENPN_02504	CDS	1281				hypothetical protein
HDIIENPN_02505	CDS	111				hypothetical protein
HDIIENPN_02506	CDS	603	agrB	3.4.-.-	COG4512	Accessory gene regulator protein B
HDIIENPN_02507	CDS	207				hypothetical protein
HDIIENPN_02508	CDS	708		2.7.1.113	COG1428	Deoxyguanosine kinase
HDIIENPN_02509	CDS	684				hypothetical protein
HDIIENPN_02510	CDS	2187	yjcD	3.6.4.12	COG0210	Putative ATP-dependent DNA helicase YjcD
HDIIENPN_02511	CDS	411	spxA_4		COG1393	Regulatory protein Spx
HDIIENPN_02512	CDS	357	spxA_5		COG1393	Regulatory protein Spx
HDIIENPN_02513	rRNA	1558				16S ribosomal RNA
HDIIENPN_02514	rRNA	2911				23S ribosomal RNA
HDIIENPN_02515	rRNA	111				5S ribosomal RNA
HDIIENPN_02516	CDS	471	bsaA			Glutathione peroxidase BsaA
HDIIENPN_02517	CDS	459	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
HDIIENPN_02518	CDS	1146	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
HDIIENPN_02519	CDS	918	cysM	2.5.1.47	COG0031	Cysteine synthase
HDIIENPN_02520	CDS	564	efp			Elongation factor P
HDIIENPN_02521	CDS	1260	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
HDIIENPN_02522	CDS	801	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
HDIIENPN_02523	CDS	882	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
HDIIENPN_02524	CDS	717	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
HDIIENPN_02525	CDS	696	dapH_2	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
HDIIENPN_02526	CDS	1002	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
HDIIENPN_02527	CDS	1362	yclM	2.7.2.4	COG0527	Aspartokinase 3
HDIIENPN_02528	CDS	1152	scmP	3.5.1.-	COG1473	N-acetylcysteine deacetylase
HDIIENPN_02529	CDS	1170	dapX	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
HDIIENPN_02530	CDS	1380	npr_2	1.11.1.1	COG0446	NADH peroxidase
HDIIENPN_02531	CDS	153				hypothetical protein
HDIIENPN_02532	CDS	702				IS3 family transposase ISEfa10
HDIIENPN_02533	CDS	669				hypothetical protein
HDIIENPN_02534	CDS	321				hypothetical protein
HDIIENPN_02535	CDS	1383	umuC_1		COG0389	Protein UmuC
HDIIENPN_02536	CDS	1188	galK_2	2.7.1.6	COG0153	Galactokinase
HDIIENPN_02537	CDS	1032	galM	5.1.3.3	COG2017	Aldose 1-epimerase
HDIIENPN_02538	CDS	1467	lacS		COG2190	Lactose permease
HDIIENPN_02539	CDS	906	rhaS_2			HTH-type transcriptional activator RhaS
HDIIENPN_02540	CDS	678	kefG	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefG
HDIIENPN_02541	CDS	171				hypothetical protein
HDIIENPN_02542	CDS	897				hypothetical protein
HDIIENPN_02543	CDS	1371	yifK		COG1113	putative transport protein YifK
HDIIENPN_02544	CDS	747	scaC_2	7.2.2.5	COG1121	Manganese import ATP-binding protein ScaC
HDIIENPN_02545	CDS	840	mntB_2			Manganese transport system membrane protein MntB
HDIIENPN_02546	CDS	951	ssaB_2		COG0803	Manganese ABC transporter substrate-binding lipoprotein
HDIIENPN_02547	CDS	753				hypothetical protein
HDIIENPN_02548	CDS	1152	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
HDIIENPN_02549	CDS	609				hypothetical protein
HDIIENPN_02550	CDS	1638	pckA	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
HDIIENPN_02551	CDS	1113	thiO	1.4.3.19	COG0665	Glycine oxidase
HDIIENPN_02552	CDS	1374	ribZ_1			Riboflavin transporter RibZ
HDIIENPN_02553	CDS	618				hypothetical protein
HDIIENPN_02554	CDS	456	argR_3			Arginine repressor
HDIIENPN_02555	CDS	1503	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
HDIIENPN_02556	CDS	207				hypothetical protein
HDIIENPN_02557	CDS	402	ohrB_1		COG1764	Organic hydroperoxide resistance protein OhrB
HDIIENPN_02558	CDS	1332	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
HDIIENPN_02559	CDS	627				hypothetical protein
HDIIENPN_02560	CDS	582	acuR			Transcriptional regulator AcuR
HDIIENPN_02561	CDS	1296				ISL3 family transposase ISEfa5
HDIIENPN_02562	CDS	1308				ISL3 family transposase IS1251
HDIIENPN_02563	CDS	255				hypothetical protein
HDIIENPN_02564	CDS	318				hypothetical protein
HDIIENPN_02565	CDS	681				IS6 family transposase IS1216E
HDIIENPN_02566	CDS	330				hypothetical protein
HDIIENPN_02567	CDS	288				hypothetical protein
HDIIENPN_02568	CDS	858	soj_2	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
HDIIENPN_02569	CDS	549				hypothetical protein
HDIIENPN_02570	CDS	1428				IS1182 family transposase ISEfa12
HDIIENPN_02571	CDS	360				IS6 family transposase IS1297
HDIIENPN_02572	CDS	321				IS6 family transposase IS1216V
HDIIENPN_02573	CDS	606				hypothetical protein
HDIIENPN_02574	CDS	1425				hypothetical protein
HDIIENPN_02575	CDS	405				hypothetical protein
HDIIENPN_02576	CDS	1149				IS200/IS605 family transposase ISEfa4
HDIIENPN_02577	CDS	825				hypothetical protein
HDIIENPN_02578	CDS	417				hypothetical protein
HDIIENPN_02579	CDS	471	manX_6	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
HDIIENPN_02580	CDS	774	sorA_3		COG3715	PTS system sorbose-specific EIIC component
HDIIENPN_02581	CDS	813	manZ_7		COG3716	PTS system mannose-specific EIID component
HDIIENPN_02582	CDS	966	frlB_2	3.5.-.-	COG2222	Fructosamine deglycase FrlB
HDIIENPN_02583	CDS	2724	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
HDIIENPN_02584	CDS	633	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
HDIIENPN_02585	CDS	828				hypothetical protein
HDIIENPN_02586	CDS	681				IS6 family transposase IS1216E
HDIIENPN_02587	CDS	699	fadR			Fatty acid metabolism regulator protein
HDIIENPN_02588	CDS	735	yurK		COG2188	putative HTH-type transcriptional regulator YurK
HDIIENPN_02589	CDS	1014	frlB_3	3.5.-.-	COG2222	Fructosamine deglycase FrlB
HDIIENPN_02590	CDS	411	manX_7	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
HDIIENPN_02591	CDS	468		2.7.1.-		putative phosphotransferase enzyme IIB component
HDIIENPN_02592	CDS	747	sorA_4		COG3715	PTS system sorbose-specific EIIC component
HDIIENPN_02593	CDS	810	manZ_8		COG3716	PTS system mannose-specific EIID component
HDIIENPN_02594	CDS	681				IS6 family transposase IS1216E
HDIIENPN_02595	CDS	1845	bglF_4		COG1263	PTS system beta-glucoside-specific EIIBCA component
HDIIENPN_02596	CDS	1467	bglH_3	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
HDIIENPN_02597	CDS	843	licT_4		COG3711	Transcription antiterminator LicT
HDIIENPN_02598	CDS	1296				ISL3 family transposase IS1251
HDIIENPN_02599	CDS	1431	bglF_5		COG1263	PTS system beta-glucoside-specific EIIBCA component
HDIIENPN_02600	CDS	672			COG2826	IS30 family transposase IS1062
HDIIENPN_02601	CDS	960			COG2826	IS30 family transposase IS6770
HDIIENPN_02602	CDS	879				hypothetical protein
HDIIENPN_02603	CDS	297				hypothetical protein
HDIIENPN_02604	CDS	1179				IS256 family transposase ISEf1
HDIIENPN_02605	CDS	612			COG2826	IS30 family transposase IS6770
HDIIENPN_02606	CDS	1179				IS256 family transposase ISEf1
HDIIENPN_02607	CDS	249				hypothetical protein
HDIIENPN_02608	CDS	405	ohrB_2		COG1764	Organic hydroperoxide resistance protein OhrB
HDIIENPN_02609	CDS	1044				hypothetical protein
HDIIENPN_02610	CDS	564	hsdS		COG0732	Type-1 restriction enzyme EcoKI specificity protein
HDIIENPN_02611	CDS	510				hypothetical protein
HDIIENPN_02612	CDS	651				hypothetical protein
HDIIENPN_02613	CDS	954			COG2826	IS30 family transposase IS1252
HDIIENPN_02614	CDS	300				hypothetical protein
HDIIENPN_02615	CDS	606		2.7.7.-	COG2184	Protein adenylyltransferase NmFic
HDIIENPN_02616	CDS	909				IS982 family transposase ISEfm1
HDIIENPN_02617	CDS	555	xerC_12			Tyrosine recombinase XerC
HDIIENPN_02618	CDS	405				hypothetical protein
HDIIENPN_02619	CDS	1149				IS200/IS605 family transposase ISEfa4
HDIIENPN_02620	CDS	606				hypothetical protein
HDIIENPN_02621	CDS	960			COG2826	IS30 family transposase IS1062
HDIIENPN_02622	CDS	321				hypothetical protein
HDIIENPN_02623	CDS	837				IS3 family transposase ISEfa8
HDIIENPN_02624	CDS	291				IS3 family transposase ISEfa8
HDIIENPN_02625	CDS	543				hypothetical protein
HDIIENPN_02626	CDS	375	resA			Thiol-disulfide oxidoreductase ResA
HDIIENPN_02627	CDS	837				IS3 family transposase ISEfa8
HDIIENPN_02628	CDS	291				IS3 family transposase ISEfa8
HDIIENPN_02629	CDS	1278				hypothetical protein
HDIIENPN_02630	CDS	657			COG1136	putative ABC transporter ATP-binding protein
HDIIENPN_02631	CDS	1377				hypothetical protein
HDIIENPN_02632	CDS	102				hypothetical protein
HDIIENPN_02633	CDS	195				hypothetical protein
HDIIENPN_02634	CDS	354				hypothetical protein
HDIIENPN_02635	CDS	1548				IS66 family transposase ISRob1
HDIIENPN_02636	CDS	1296				ISL3 family transposase ISEfa5
HDIIENPN_02637	CDS	492				hypothetical protein
HDIIENPN_02638	CDS	696				IS1182 family transposase ISEfa7
HDIIENPN_02639	CDS	816	cutD	1.97.1.-		Choline trimethylamine-lyase activating enzyme
HDIIENPN_02640	CDS	237				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
HDIIENPN_02641	CDS	288				hypothetical protein
HDIIENPN_02642	CDS	786	hisK	3.1.3.15	COG1387	Histidinol-phosphatase
HDIIENPN_02643	CDS	1101				hypothetical protein
HDIIENPN_02644	CDS	825				hypothetical protein
HDIIENPN_02645	CDS	816				hypothetical protein
HDIIENPN_02646	CDS	831				hypothetical protein
HDIIENPN_02647	CDS	1032	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HDIIENPN_02648	CDS	1275				ISL3 family transposase IS1476
HDIIENPN_02649	CDS	729			COG4753	putative response regulatory protein
HDIIENPN_02650	CDS	1575				hypothetical protein
HDIIENPN_02651	CDS	939	yteP_3		COG4209	putative multiple-sugar transport system permease YteP
HDIIENPN_02652	CDS	912	araQ_7		COG0395	L-arabinose transport system permease protein AraQ
HDIIENPN_02653	CDS	1473				hypothetical protein
HDIIENPN_02654	CDS	612				hypothetical protein
HDIIENPN_02655	CDS	1914				hypothetical protein
HDIIENPN_02656	CDS	2982	ebgA	3.2.1.23	COG3250	Evolved beta-galactosidase subunit alpha
HDIIENPN_02657	CDS	1662				hypothetical protein
HDIIENPN_02658	CDS	933				hypothetical protein
HDIIENPN_02659	CDS	1614	guaA_2	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
HDIIENPN_02660	CDS	1275				ISL3 family transposase IS1476
HDIIENPN_02661	CDS	654	qseB			Transcriptional regulatory protein QseB
HDIIENPN_02662	CDS	1320				hypothetical protein
HDIIENPN_02663	CDS	1179				IS256 family transposase ISEf1
HDIIENPN_02664	CDS	261				hypothetical protein
HDIIENPN_02665	CDS	1149				IS200/IS605 family transposase ISEfa4
HDIIENPN_02666	CDS	405				hypothetical protein
HDIIENPN_02667	CDS	1296				ISL3 family transposase ISEfa5
HDIIENPN_02668	CDS	378				IS256 family transposase ISBsu2
HDIIENPN_02669	CDS	864				IS256 family transposase ISBsu2
HDIIENPN_02670	CDS	807				IS3 family transposase ISEnfa3
HDIIENPN_02671	CDS	537				hypothetical protein
HDIIENPN_02672	CDS	291				IS3 family transposase IS1485
HDIIENPN_02673	CDS	837				IS3 family transposase IS1485
HDIIENPN_02674	CDS	456	crr			PTS system glucose-specific EIIA component
HDIIENPN_02675	CDS	2193	agaA_3	3.2.1.22		Alpha-galactosidase AgaA
HDIIENPN_02676	CDS	855	rhaS_3			HTH-type transcriptional activator RhaS
HDIIENPN_02677	CDS	1341	scrB_1	3.2.1.26	COG1621	Sucrose-6-phosphate hydrolase
HDIIENPN_02678	CDS	1386	treP_2		COG1263	PTS system trehalose-specific EIIBC component
HDIIENPN_02679	CDS	1149				IS200/IS605 family transposase ISEfa4
HDIIENPN_02680	CDS	405				hypothetical protein
HDIIENPN_02681	CDS	1428				IS1182 family transposase ISEfa12
HDIIENPN_02682	CDS	291				IS3 family transposase IS1485
HDIIENPN_02683	CDS	837				IS3 family transposase IS1485
HDIIENPN_02684	CDS	735	nagR_2		COG2188	HTH-type transcriptional repressor NagR
HDIIENPN_02685	CDS	1170	agaS	3.5.99.-	COG2222	D-galactosamine-6-phosphate deaminase AgaS
HDIIENPN_02686	CDS	996	lacD	4.1.2.40		Tagatose 1,6-diphosphate aldolase
HDIIENPN_02687	CDS	927				hypothetical protein
HDIIENPN_02688	CDS	1251	licC_3		COG1455	Lichenan permease IIC component
HDIIENPN_02689	CDS	954			COG2826	IS30 family transposase IS1252
HDIIENPN_02690	CDS	1086	xerS		COG0582	Tyrosine recombinase XerS
HDIIENPN_02691	CDS	519				hypothetical protein
HDIIENPN_02692	CDS	291				IS3 family transposase IS1485
HDIIENPN_02693	CDS	837				IS3 family transposase IS1485
HDIIENPN_02694	CDS	477				hypothetical protein
HDIIENPN_02695	CDS	1251				IS110 family transposase ISSpn10
HDIIENPN_02696	CDS	1503	glcB		COG2190	PTS system glucoside-specific EIICBA component
HDIIENPN_02697	CDS	690	nanE_2	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
HDIIENPN_02698	CDS	819	rpiR		COG1737	HTH-type transcriptional regulator RpiR
HDIIENPN_02699	CDS	219				hypothetical protein
HDIIENPN_02700	CDS	1320				IS1380 family transposase IS1678
HDIIENPN_02701	CDS	234				hypothetical protein
HDIIENPN_02702	CDS	456				IS200/IS605 family transposase ISAac3
HDIIENPN_02703	CDS	582				IS3 family transposase ISEfa10
HDIIENPN_02704	CDS	804				IS3 family transposase ISEfa10
